Number,STATUS,A,L,D,E,F,G,H,I,B,J,K,C,M,N,DATA_ID
4891,Not selected,A2,5,0,0,0,,,,,,,,,,ABK
4892,Not selected,A2,2,0,0,0,,,,,,,,,,ABK
4893,Not selected,A2,5,0,0,0,,,,,,,,,,ABK
4894,Not selected,A2,3,0,0,0,,,,,,,,,,ABK
4895,Not selected,A2,3,0,1,1,,,,,,,,,,ABK
4896,Not selected,A2,3,0,0,0,,,,,,,,,,ABK
4897,Not selected,A1,5,0,0,0,,,,,,,,,,ABK
4898,Not selected,A1,5,0,0,0,,,,,,,,,,ABK
4899,Selected,A1,2,1,0,1,,,,B2,,,C1,,,ABQ
4900,Selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
4901,Selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
4902,Selected,A1,1,0,0,0,,,,B1,,,C2,,,ABQ
4903,Selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4904,Selected,A2,1,0,1,1,,,,B1,,,C1,,,ABQ
4905,Selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4906,Selected,A2,3,0,0,0,,,,B1,,,C2,,,ABQ
4907,Selected,A1,2,0,1,1,,,,B1,,,C2,,,ABQ
4908,Selected,A1,1,0,1,1,,,,B1,,,C2,,,ABQ
4909,Selected,A1,3,1,0,1,,,,B1,,,C1,,,ABQ
4910,Selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4911,Selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
4912,Selected,A2,5,0,0,0,,,,B1,,,C3,,,ABQ
4913,Selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
4914,Selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
4915,Selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
4916,Selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4917,Selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
4918,Selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4919,Selected,A2,1,0,1,1,,,,B1,,,C1,,,ABQ
4920,Selected,A1,2,0,1,1,,,,B1,,,C2,,,ABQ
4921,Selected,A1,3,0,0,0,,,,B1,,,C3,,,ABQ
4922,Selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4923,Selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
4924,Selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4925,Selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
4926,Selected,A1,2,0,1,1,,,,B1,,,C1,,,ABQ
4927,Selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
4928,Selected,A2,2,0,0,0,,,,B2,,,C1,,,ABQ
4929,Selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
4930,Selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
4931,Selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
4932,Selected,A2,2,0,0,0,,,,B2,,,C1,,,ABQ
4933,Selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
4934,Selected,A1,1,0,0,0,,,,B2,,,C1,,,ABQ
4935,Selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
4936,Selected,A1,2,0,0,0,,,,B1,,,C2,,,ABQ
4937,Selected,A2,5,0,0,0,,,,B2,,,C1,,,ABQ
4938,"Selected, dropped out",A1,1,0,0,0,,,,B2,,,C2,,,ABQ
4939,"Selected, dropped out",A2,3,0,0,0,,,,B2,,,C2,,,ABQ
4940,"Selected, dropped out",A2,3,0,0,0,,,,B2,,,C1,,,ABQ
4941,"Selected, dropped out",A1,2,0,0,0,,,,B2,,,C2,,,ABQ
4942,"Selected, dropped out",A3,1,0,0,0,,,,B1,,,C2,,,ABQ
4943,"Selected, dropped out",A2,3,0,0,0,,,,B1,,,,,,ABQ
4944,"Selected, dropped out",A1,1,0,0,0,,,,B1,,,C2,,,ABQ
4945,"Selected, dropped out",A1,5,0,0,0,,,,B1,,,C1,,,ABQ
4946,"Selected, dropped out",A2,2,0,0,0,,,,B1,,,,,,ABQ
4947,Not selected,A2,3,0,0,0,,,,B1,,,C2,,,ABQ
4948,Not selected,A2,5,1,0,1,,,,B1,,,C2,,,ABQ
4949,"Selected, dropped out",A1,3,1,0,1,,,,B1,,,C1,,,ABQ
4950,Not selected,A1,1,0,0,0,,,,B2,,,C1,,,ABQ
4951,Not selected,A1,5,1,0,1,,,,B1,,,C1,,,ABQ
4952,Not selected,A2,2,1,0,1,,,,B1,,,C3,,,ABQ
4953,Not selected,A2,3,0,0,0,,,,B1,,,,,,ABQ
4954,Not selected,A2,2,0,0,0,,,,B1,,,,,,ABQ
4955,Not selected,A1,3,0,1,1,,,,B1,,,,,,ABQ
4956,Not selected,A1,2,0,1,1,,,,B1,,,,,,ABQ
4957,Not selected,A1,3,1,0,1,,,,B1,,,C1,,,ABQ
4958,Not selected,A1,2,0,0,0,,,,B1,,,C2,,,ABQ
4959,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
4960,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
4961,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
4962,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
4963,Not selected,A1,5,1,0,1,,,,B1,,,C1,,,ABQ
4964,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
4965,Not selected,A1,3,0,1,1,,,,B2,,,C1,,,ABQ
4966,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4967,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
4968,Not selected,A2,2,0,1,1,,,,B1,,,C1,,,ABQ
4969,Not selected,A1,5,1,0,1,,,,B1,,,C1,,,ABQ
4970,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
4971,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4972,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4973,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
4974,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4975,Not selected,A2,1,0,1,1,,,,B1,,,C1,,,ABQ
4976,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
4977,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
4978,Not selected,A1,1,0,1,1,,,,B1,,,C2,,,ABQ
4979,Not selected,A2,3,0,0,0,,,,B2,,,C2,,,ABQ
4980,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
4981,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
4982,Not selected,A2,5,0,0,0,,,,B1,,,,,,ABQ
4983,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
4984,Not selected,A2,3,0,0,0,,,,B1,,,,,,ABQ
4985,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4986,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
4987,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
4988,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
4989,Not selected,A1,5,1,0,1,,,,B1,,,C1,,,ABQ
4990,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
4991,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
4992,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
4993,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
4994,Not selected,A1,2,0,0,0,,,,B1,,,C2,,,ABQ
4995,Not selected,A2,5,1,0,1,,,,B1,,,C1,,,ABQ
4996,Not selected,A2,3,1,0,1,,,,B1,,,C1,,,ABQ
4997,Not selected,A1,5,0,0,0,,,,B2,,,,,,ABQ
4998,Not selected,A1,5,0,0,0,,,,B1,,,,,,ABQ
4999,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5000,Not selected,A1,1,0,0,0,,,,B1,,,C2,,,ABQ
5001,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5002,Not selected,A2,3,0,0,0,,,,B1,,,C2,,,ABQ
5003,Not selected,A1,5,0,1,1,,,,B1,,,C1,,,ABQ
5004,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5005,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5006,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5007,Not selected,A2,2,0,1,1,,,,B1,,,C1,,,ABQ
5008,Not selected,A1,3,0,0,0,,,,B1,,,C2,,,ABQ
5009,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5010,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5011,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5012,Not selected,A1,5,0,0,0,,,,B1,,,C2,,,ABQ
5013,Not selected,A2,5,0,0,0,,,,B1,,,C3,,,ABQ
5014,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5015,Not selected,A1,2,0,0,0,,,,B1,,,C1,,,ABQ
5016,Not selected,A1,5,0,1,1,,,,B1,,,C1,,,ABQ
5017,Not selected,A2,5,0,0,0,,,,B2,,,C2,,,ABQ
5018,Not selected,A2,5,0,0,0,,,,B1,,,C2,,,ABQ
5019,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5020,Not selected,A2,3,0,0,0,,,,B1,,,C2,,,ABQ
5021,Not selected,A1,3,0,0,0,,,,B1,,,,,,ABQ
5022,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5023,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5024,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5025,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5026,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5027,Not selected,A2,3,0,0,0,,,,B1,,,C2,,,ABQ
5028,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5029,Not selected,A2,2,1,0,1,,,,B1,,,C1,,,ABQ
5030,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5031,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5032,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5033,Not selected,A2,3,0,0,0,,,,B1,,,,,,ABQ
5034,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5035,Not selected,A1,5,0,0,0,,,,B1,,,C2,,,ABQ
5036,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5037,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5038,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5039,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5040,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5041,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5042,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5043,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5044,Not selected,A2,1,0,0,0,,,,B1,,,C1,,,ABQ
5045,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5046,Not selected,A2,5,0,0,0,,,,B2,,,C1,,,ABQ
5047,Not selected,A1,5,0,1,1,,,,B1,,,C1,,,ABQ
5048,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5049,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5050,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5051,Not selected,A1,2,0,0,0,,,,B2,,,C2,,,ABQ
5052,Not selected,A2,2,1,0,1,,,,B1,,,C1,,,ABQ
5053,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5054,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5055,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5056,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5057,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5058,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5059,Not selected,A2,2,1,0,1,,,,B1,,,C2,,,ABQ
5060,Not selected,A2,3,1,0,1,,,,B1,,,C1,,,ABQ
5061,Not selected,A1,2,0,1,1,,,,B1,,,C1,,,ABQ
5062,Not selected,A1,5,0,1,1,,,,B1,,,C1,,,ABQ
5063,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
5064,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5065,Not selected,A2,3,1,0,1,,,,B1,,,C1,,,ABQ
5066,Not selected,A1,1,0,0,0,,,,B1,,,C1,,,ABQ
5067,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5068,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5069,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5070,Not selected,A1,2,0,0,0,,,,B1,,,C1,,,ABQ
5071,Not selected,A1,5,0,1,1,,,,B1,,,C3,,,ABQ
5072,Not selected,A2,2,0,0,0,,,,B1,,,,,,ABQ
5073,Not selected,A1,2,1,0,1,,,,B1,,,C1,,,ABQ
5074,Not selected,A2,2,1,0,1,,,,B1,,,C1,,,ABQ
5075,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5076,Not selected,A2,2,1,0,1,,,,B1,,,C1,,,ABQ
5077,Not selected,A2,2,0,1,1,,,,B1,,,C2,,,ABQ
5078,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5079,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5080,Not selected,A1,5,0,0,0,,,,B1,,,,,,ABQ
5081,Not selected,A1,3,0,0,0,,,,B1,,,,,,ABQ
5082,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
5083,Not selected,A2,2,0,1,1,,,,B1,,,C1,,,ABQ
5084,Not selected,A1,3,0,0,0,,,,B1,,,C2,,,ABQ
5085,Not selected,A1,3,0,1,1,,,,B1,,,C2,,,ABQ
5086,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5087,Not selected,A1,5,0,1,1,,,,B1,,,C1,,,ABQ
5088,Not selected,A2,3,1,0,1,,,,B1,,,C1,,,ABQ
5089,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
5090,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5091,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5092,Not selected,A2,2,0,0,0,,,,B2,,,C1,,,ABQ
5093,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5094,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5095,Not selected,A1,3,1,0,1,,,,B1,,,C1,,,ABQ
5096,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5097,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5098,Not selected,A2,3,0,1,1,,,,B2,,,C1,,,ABQ
5099,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5100,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5101,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5102,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5103,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5104,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5105,Not selected,A2,2,0,0,0,,,,B2,,,C1,,,ABQ
5106,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5107,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5108,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5109,Not selected,A2,5,0,0,0,,,,B2,,,C1,,,ABQ
5110,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5111,Not selected,A2,5,0,0,0,,,,B2,,,,,,ABQ
5112,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5113,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5114,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5115,Not selected,A2,5,0,0,0,,,,B2,,,C2,,,ABQ
5116,Not selected,A1,1,0,0,0,,,,B1,,,,,,ABQ
5117,Not selected,A1,1,1,0,1,,,,B1,,,C3,,,ABQ
5118,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5119,Not selected,A2,1,0,1,1,,,,B1,,,C1,,,ABQ
5120,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5121,Not selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
5122,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5123,Not selected,A1,2,0,0,0,,,,B1,,,C3,,,ABQ
5124,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5125,Not selected,A1,5,0,0,0,,,,B1,,,C2,,,ABQ
5126,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5127,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5128,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5129,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5130,Not selected,A1,2,1,0,1,,,,B1,,,C2,,,ABQ
5131,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5132,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5133,Not selected,A2,5,1,0,1,,,,B1,,,C1,,,ABQ
5134,Not selected,A2,5,0,0,0,,,,B2,,,C1,,,ABQ
5135,Not selected,A1,2,1,0,1,,,,B1,,,C1,,,ABQ
5136,Not selected,A1,2,0,0,0,,,,B2,,,,,,ABQ
5137,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5138,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5139,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5140,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5141,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5142,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5143,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5144,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5145,Not selected,A1,5,0,0,0,,,,B1,,,,,,ABQ
5146,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5147,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
5148,Not selected,A2,3,0,1,1,,,,B1,,,C2,,,ABQ
5149,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5150,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5151,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5152,Not selected,A2,2,1,0,1,,,,B1,,,C3,,,ABQ
5153,Not selected,A1,5,0,0,0,,,,B2,,,,,,ABQ
5154,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5155,Not selected,A1,2,0,0,0,,,,B2,,,,,,ABQ
5156,Not selected,A1,2,0,0,0,,,,B1,,,,,,ABQ
5157,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5158,Not selected,A1,5,0,1,1,,,,B1,,,C2,,,ABQ
5159,Not selected,A2,2,1,0,1,,,,B1,,,C2,,,ABQ
5160,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5161,Not selected,A1,3,1,0,1,,,,B1,,,C1,,,ABQ
5162,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5163,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5164,Not selected,A1,2,0,0,0,,,,B1,,,C1,,,ABQ
5165,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5166,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5167,Not selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
5168,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5169,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5170,Not selected,A1,3,0,0,0,,,,B1,,,C2,,,ABQ
5171,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5172,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5173,Not selected,A1,3,0,0,0,,,,B1,,,C2,,,ABQ
5174,Not selected,A2,5,0,0,0,,,,B1,,,,,,ABQ
5175,Not selected,A3,3,0,0,0,,,,B1,,,C1,,,ABQ
5176,Not selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
5177,Not selected,A2,3,1,0,1,,,,B1,,,C1,,,ABQ
5178,Not selected,A1,2,1,0,1,,,,B1,,,C2,,,ABQ
5179,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5180,Not selected,A2,5,0,0,0,,,,B2,,,C1,,,ABQ
5181,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5182,Not selected,A2,2,0,1,1,,,,B1,,,C2,,,ABQ
5183,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5184,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5185,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5186,Not selected,A2,2,1,0,1,,,,B1,,,C2,,,ABQ
5187,Not selected,A2,3,0,0,0,,,,B2,,,C3,,,ABQ
5188,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5189,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5190,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5191,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5192,Not selected,A1,3,0,1,1,,,,B1,,,C3,,,ABQ
5193,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5194,Not selected,A2,2,0,1,1,,,,B1,,,C3,,,ABQ
5195,Not selected,A2,3,1,0,1,,,,B1,,,C1,,,ABQ
5196,Not selected,A1,3,0,0,0,,,,B1,,,,,,ABQ
5197,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5198,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5199,Not selected,A1,5,0,1,1,,,,B1,,,C1,,,ABQ
5200,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5201,Not selected,A3,2,0,0,0,,,,B1,,,C2,,,ABQ
5202,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
5203,Not selected,A1,5,0,0,0,,,,B2,,,C1,,,ABQ
5204,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5205,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5206,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5207,Not selected,A1,2,1,0,1,,,,B1,,,C1,,,ABQ
5208,Not selected,A1,3,1,0,1,,,,B1,,,C1,,,ABQ
5209,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5210,Not selected,A2,2,0,0,0,,,,B1,,,C2,,,ABQ
5211,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5212,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5213,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5214,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5215,Not selected,A2,1,0,1,1,,,,B1,,,C2,,,ABQ
5216,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5217,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5218,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5219,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5220,Not selected,A1,2,0,0,0,,,,B1,,,C1,,,ABQ
5221,Not selected,A1,2,0,1,1,,,,B1,,,C1,,,ABQ
5222,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5223,Not selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
5224,Not selected,A2,5,0,0,0,,,,B1,,,C2,,,ABQ
5225,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5226,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5227,Not selected,A1,2,0,1,1,,,,B1,,,C2,,,ABQ
5228,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5229,Not selected,A3,5,0,0,0,,,,B1,,,C1,,,ABQ
5230,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5231,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5232,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5233,Not selected,A1,3,0,0,0,,,,B1,,,C2,,,ABQ
5234,Not selected,A1,3,1,0,1,,,,B1,,,C1,,,ABQ
5235,Not selected,A2,3,0,0,0,,,,B1,,,,,,ABQ
5236,Not selected,A1,5,0,0,0,,,,B1,,,C2,,,ABQ
5237,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5238,Not selected,A1,3,0,1,1,,,,B1,,,C1,,,ABQ
5239,Not selected,A2,3,0,0,0,,,,B1,,,C3,,,ABQ
5240,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5241,Not selected,A1,3,0,0,0,,,,B1,,,C1,,,ABQ
5242,Not selected,A1,3,0,0,0,,,,B2,,,C1,,,ABQ
5243,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5244,Not selected,A2,5,1,0,1,,,,B1,,,C1,,,ABQ
5245,Not selected,A1,3,0,0,0,,,,B1,,,C3,,,ABQ
5246,Not selected,A2,2,0,0,0,,,,B2,,,,,,ABQ
5247,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5248,Not selected,A2,2,0,1,1,,,,B1,,,C1,,,ABQ
5249,Not selected,A1,5,0,0,0,,,,B1,,,C1,,,ABQ
5250,Not selected,A2,2,0,0,0,,,,B1,,,,,,ABQ
5251,Not selected,A1,2,0,0,0,,,,B1,,,,,,ABQ
5252,Not selected,A1,5,0,0,0,,,,B1,,,,,,ABQ
5253,Not selected,A2,3,0,1,1,,,,B1,,,C1,,,ABQ
5254,Not selected,A2,3,0,0,0,,,,B2,,,C1,,,ABQ
5255,Not selected,A1,2,0,0,0,,,,B2,,,C1,,,ABQ
5256,Not selected,A2,3,0,0,0,,,,B1,,,C1,,,ABQ
5257,Not selected,A2,2,1,0,1,,,,B1,,,C1,,,ABQ
5258,Not selected,A2,5,0,0,0,,,,B1,,,,,,ABQ
5259,Not selected,A1,1,0,0,0,,,,B1,,,C1,,,ABQ
5260,Not selected,A2,5,1,0,1,,,,B1,,,C1,,,ABQ
5261,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5262,Not selected,A1,2,0,0,0,,,,B1,,,C1,,,ABQ
5263,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5264,Not selected,A2,1,0,0,0,,,,B1,,,C2,,,ABQ
5265,Not selected,A1,2,0,0,0,,,,B1,,,,,,ABQ
5266,Not selected,A2,2,0,0,0,,,,B1,,,C1,,,ABQ
5267,Not selected,A2,5,0,0,0,,,,B1,,,C1,,,ABQ
5268,Selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5269,Selected,A2,3,0,0,0,1,0,,,,0,,2,2,ACA
